payment_key,coustomer_key,time_key,item_key,store_key,quantity,unit,unit_price
P008,C002141,T035145,I00155,S00213,5,bags,17.0
P008,C008883,T01973,I00111,S00709,11,ct,16.0
P012,C004237,T042637,I00080,S0094,7,bottles,$22.0
P027,C001761,T059523,I00209,S00354,3,ct,13.0
P013,C002797,T048897,I00098,S0065,3,oz,$10.0
P005,C006821,T078891,I00199,S00426,8,ct,$15.0
P013,C000594,T01422,I00236,S00219,9,tins,12.0
P003,C003219,T01276,I00160,S00272,5,bags,17.0
P027,C008479,T077904,I00194,S00541,1,bars,23.0
P015,C005583,T099655,I00008,S00246,7,cans,16.25
P001,C003866,T092576,I00013,S00198,9,cans,6.75
P010,C001743,T010182,I00013,S00473,5,cans,6.75
P002,C007860,T052529,I00036,S00251,10,cans,16.0
P005,C000046,T078162,I00241,S00298,8,ct,$12.0
P005,C005853,T016064,I00263,S00196,5,Ct,14.0
P029,C005681,T050142,I00245,S0021,10,rolls,26.0
P026,C005864,T082944,I00061,S00132,5,cans,55.0
P029,C000626,T015250,I00251,S00601,3,oz,13.0
P011,C006057,T01449,I00001,S00694,5,cans,11.5
P001,C008209,T085403,I00263,S00692,7,Ct,14.0
P033,C005774,T043670,I00211,S0087,10,ct.,15.0
P027,C002964,T091714,I00156,S00707,5,bags,17.0
P036,C004278,T015428,I00089,S0027,5,bottles,9.0
P002,C002822,T021185,I00176,S00121,10,ct,19.0
P011,C006480,T088457,I00217,S00214,3,oz,20.5
P029,C006686,T089150,I00167,S00272,11,ct,14.0
P014,C007796,T011273,I00101,S00553,2,tubs,15.0
P007,C006475,T048083,I00147,S00197,3,ct,15.0
P029,C004509,T074803,I00055,S00176,5,cans,40.0
P035,C007944,T00193,I00234,S0080,4,ct,13.0
P035,C007122,T038269,I00175,S00456,6,oz,19.0
P007,C001134,T091548,I00247,S00274,8,oz,15.0
P014,C008136,T094871,I00208,S00404,3,ct,14.0
P030,C005762,T046929,I00176,S00654,10,ct,19.0
P013,C001682,T069927,I00010,S0035,6,cans,6.75
P020,C001470,T02887,I00127,S00604,8,pk,12.5
P010,C003427,T064424,I00099,S00528,9,oz,6.0
P028,C005137,T041014,I00035,S00325,2,cans,16.0
P026,C006452,T095976,I00158,S00586,3,,17.0
