payment_key,coustomer_key,time_key,item_key,store_key,quantity,unit,unit_price
P004,C005210,T065401,I00211,S00100,4,ct.,$15.0
P031,C004931,T052185,I00206,S0091,8,ct,15.0
P008,C000243,T053731,I00216,S00535,9,ct,16.5
P006,C005327,T012484,I00232,S00661,3,ct,12.0
P019,C001672,T02984,I00151,S00699,4,bags,17.0
P005,C008146,T067413,I00145,S0087,9,ct,17.0
P033,C005966,T065950,I00137,S00491,8,ct,$24.0
P014,C006306,T02301,I00029,S00675,8,cans,$11.5
P027,C003084,T044301,I00038,S00668,9,bottles,23.0
P020,C005610,T091985,I00203,S00712,7,ct,18.0
P032,C008165,T066496,I00220,S00619,3,ct,14.0
P035,C001925,T032364,I00056,S00324,9,bottles,24.0
P027,C003505,T030110,I00051,S00154,11,cans,23.0
P018,C003120,T078021,I00174,S00226,3,oz,18.0
P025,C009097,T075614,I00212,S00319,11,ct,12.0
P027,C002780,T021963,I00251,S00667,8,oz,13.0
P033,C004634,T084863,I00138,S00480,5,ct,32.0
P029,C004464,T030495,I00005,S00194,2,cans,6.75
P033,C003955,T026140,I00046,S00265,8,cans,8.0
P019,C008943,T072603,I00198,S00196,10,ct,12.0
P008,C002612,T078153,I00264,S00555,7,Ct,15.0
P007,C009118,T018222,I00047,S0084,9,cans,8.0
P023,C004939,T010649,I00112,S00717,11,ct.,14.0
P011,C003001,T01991,I00014,S00437,6,cans,$6.75
P013,C004123,T026662,I00090,S00451,9,bottles,9.0
P033,C001152,T060150,I00259,S00523,2,pack,26.0
P009,C001579,T019455,I00068,S00217,2,bottles,20.0
P036,C000932,T068030,I00235,S00580,5,ct,14.0
P004,C000968,T012694,I00263,S00602,7,Ct,14.0
P009,C007850,T065000,I00129,S0018,3,pk,18.0
P024,C001309,T095335,I00062,S00205,1,cans,$37.0
P027,C002321,T061479,I00160,S00142,2,bags,17.0
P025,C006208,T059532,I00195,S00703,8,ct,12.5
P036,C001978,T012926,I00096,S0050,5,bottles,20.0
P029,C004095,T076730,I00041,S00629,7,bottles,23.0
P015,C006587,T049074,I00263,S00286,10,Ct,14.0
P033,C001123,T089453,I00232,S00490,3,ct,12.0
P017,C000828,T024193,I00044,S00648,2,cans,8.0
P020,C002170,T024108,I00156,S00658,2,bags,17.0
P010,C008902,T049836,I00243,S00323,9,oz,16.0
P034,C000527,T087425,I00008,S00283,7,cans,16.25
P037,C006705,T034028,I00062,S00547,6,cans,37.0
P032,C007128,T036688,I00032,S00562,2,cans,16.0
P012,C008665,T099301,I00127,S00139,2,pk,12.5
P035,C004012,T09808,I00109,S0060,7,oz,$17.0
P029,C008550,T024089,I00166,S00146,4,bags,$17.0
P007,C001898,T068455,I00157,S00392,6,bags,17.0
P002,C001410,T050019,I00065,S00281,11,bottles,20.0
P018,C004316,T087874,I00111,S00419,1,ct,16.0
P018,C007009,T038371,I00078,S00684,7,bottles,$17.0
P012,C002574,T028541,I00098,S00355,8,oz,10.0
P033,C003946,T096227,I00094,S00204,3,bottles,11.0
P021,C008209,T027877,I00137,S00450,9,ct,24.0
P002,C008197,T055628,I00134,S00239,3,ct,16.0
P026,C005198,T021963,I00199,S00246,10,ct,$15.0
P015,C002121,T084098,I00148,S00444,3,ct,15.0
P036,C001512,T017387,I00083,S00103,11,bottles,14.0
P002,C004913,T013714,I00030,S00575,2,cans,16.0
P037,C002794,T022356,I00144,S00683,8,ct,20.0
P005,C006954,T041456,I00172,S00186,9,oz,19.0
P013,C004691,T068234,I00037,S00382,6,cans,16.0
P037,C007462,T080611,I00005,S0062,10,cans,6.75
P019,C000362,T047527,I00149,S00610,8,ct,15.0
P001,C005567,T066460,I00255,S00417,5,pack,20.0
P030,C000360,T024205,I00204,S00189,4,ct,17.0
P004,C006613,T034826,I00089,S00158,11,bottles,9.0
P009,C003388,T031197,I00186,S00501,7,ct,$13.0
P034,C002681,T065993,I00159,S00306,4,bags,17.0
P005,C000158,T021588,I00225,S00637,7,ct,17.0
P007,C001616,T087741,I00075,S00664,1,cans,15.5
P033,C000078,T068806,I00025,S00251,5,cans,11.5
P009,C001617,T00113,I00225,S00700,1,ct,17.0
P014,C009004,T082311,I00032,S0039,3,cans,16.0
P015,C008576,T080620,I00155,S00120,5,bags,17.0
P006,C001287,T011624,I00253,S00627,1,bags,21.0
P003,C002297,T085085,I00052,S00231,8,cans,40.0
P015,C005521,T059117,I00090,S00331,6,bottles,9.0
P023,C006083,T059211,I00110,S00415,5,oz,22.5
P013,C004076,T059769,I00201,S00411,2,bars,23.0
P011,C007676,T063030,I00021,S00564,5,cans,6.75
P013,C008979,T092261,I00182,S00566,3,oz,15.0
P012,C002617,T058371,I00178,S00464,7,ct,26.0
P016,C005784,T075575,I00124,S00361,9,ct,15.0
P030,C004986,T092844,I00218,S00510,10,ct,6.0
P014,C007856,T076341,I00227,S00149,3,pk,15.0
P036,C001529,T015523,I00126,S00659,5,ct,25.0
P017,C001144,T07965,I00090,S00135,8,bottles,9.0
P002,C001781,T090502,I00238,S00325,10,ct,12.0
P014,C005088,T037753,I00105,S00370,4,ct,16.5
P039,C006644,T071951,I00236,S00221,9,tins,12.0
P008,C004518,T014257,I00183,S00682,4,ct,35.0
P038,C005693,T08307,I00184,S00111,8,ct,12.0
P003,C001496,T091660,I00254,S00671,6,oz,13.0
P021,C001228,T027816,I00055,S00558,7,cans,40.0
P037,C006475,T072404,I00099,S00722,8,oz,6.0
P017,C006951,T08103,I00004,S00268,6,cans,6.75
P013,C003537,T089712,I00262,S0078,6,ct,14.0
P024,C001580,T022452,I00062,S00683,10,cans,37.0
P025,C001653,T045899,I00179,S00530,10,ct,19.0
P028,C001399,T069156,I00195,S00431,10,ct,12.5
P016,C009029,T013719,I00117,S00489,6,ct,46.0
P002,C003886,T012813,I00251,S00578,3,oz,$13.0
P026,C000047,T054426,I00084,S00611,8,bottles,18.0
P021,C005905,T057376,I00164,S0074,7,ct,16.0
P007,C002218,T062013,I00151,S0056,7,bags,17.0
P013,C004073,T040236,I00131,S00184,11,ct,14.0
P010,C000950,T058525,I00155,S00149,9,bags,17.0
P039,C005103,T020656,I00106,S00576,5,oz,17.0
P021,C008815,T099404,I00162,S00146,1,Bags,16.0
P004,C005282,T08415,I00145,S00209,9,ct,17.0
P038,C004309,T069652,I00053,S00324,2,cans,40.0
P038,C001219,T098815,I00042,S00118,9,bottles,28.0
P031,C005482,T029036,I00013,S0058,9,cans,6.75
P036,C006382,T090848,I00114,S00120,6,ct,44.0
P027,C004861,T045899,I00105,S00664,4,ct,16.5
P004,C005081,T046549,I00209,S00411,7,ct,13.0
P019,C000063,T018964,I00046,S00685,8,cans,8.0
P021,C005112,T05550,I00064,S00653,4,cans,40.0
P005,C007763,T086137,I00196,S00277,2,ct,16.0
P021,C005232,T062807,I00089,S00165,9,bottles,9.0
P024,C006535,T071284,I00053,S00339,1,cans,40.0
P028,C003479,T068471,I00179,S00374,3,ct,19.0
P012,C006770,T00091,I00261,S00629,8,ct,33.0
P035,C000929,T039692,I00196,S00713,6,ct,$16.0
P036,C003019,T091428,I00255,S00589,8,pack,20.0
P023,C007921,T059216,I00166,S00148,1,bags,17.0
