payment_key,coustomer_key,time_key,item_key,store_key,quantity,unit,unit_price
P013,C001522,T012346,I00036,S00480,8,cans,16.0
P002,C008811,T020572,I00147,S00240,11,ct,$15.0
P007,C009132,T012140,I00026,S00378,6,cans,6.75
P006,C007361,T083335,I00048,S00107,2,cans,8.0
P018,C006374,T092024,I00018,S00296,10,cans,6.75
P009,C001130,T016295,I00045,S00147,3,cans,8.0
P001,C004636,T035333,I00111,S00447,5,ct,16.0
P036,C002138,T018512,I00167,S00549,9,ct,14.0
P021,C005044,T058424,I00171,S00469,5,ct,$16.0
P021,C003263,T034198,I00110,S0018,10,oz,22.5
P016,C002407,T014243,I00093,S00541,8,bottles,13.0
P038,C003738,T036950,I00236,S00230,11,tins,12.0
P021,C008044,T087061,I00211,S00202,1,ct.,15.0
P011,C007439,T076403,I00137,S00162,3,ct,$24.0
P009,C002323,T057363,I00132,S00585,7,ct,14.0
P022,C006363,T019789,I00257,S00616,11,ct,21.0
P002,C007143,T038826,I00123,S00377,9,ct,45.0
P002,C001044,T03907,I00098,S00597,6,oz,$10.0
P039,C002091,T065856,I00231,S00610,11,pk,16.0
P019,C002330,T068723,I00081,S00260,2,bottles,29.0
P032,C007511,T025050,I00122,S00443,6,ct,15.0
P035,C007358,T02910,I00158,S00520,4,,17.0
P005,C000885,T024117,I00078,S00413,11,bottles,17.0
P018,C001879,T084758,I00242,S00709,8,pk,12.0
P030,C007287,T081792,I00122,S00468,2,ct,15.0
P005,C008714,T028307,I00059,S00231,8,bottles,22.0
P003,C005251,T018881,I00031,S0007,5,cans,16.0
P034,C001874,T086661,I00229,S00369,4,ct,13.0
P005,C002488,T017646,I00161,S00208,9,Bags,17.0
P008,C000736,T011039,I00264,S00657,9,Ct,15.0
P033,C008473,T048150,I00066,S00261,6,bottles,20.0
P007,C006904,T056284,I00221,S00672,4,ct,14.0
P012,C000389,T028436,I00176,S00308,7,ct,19.0
P015,C007840,T051732,I00197,S00356,5,bars,$15.0
P015,C001383,T095944,I00216,S00375,5,ct,16.5
P008,C008866,T065223,I00240,S00378,7,ct,14.0
P036,C002712,T078072,I00064,S00155,8,cans,40.0
P026,C001551,T088860,I00113,S00432,2,ct,42.0
P012,C000361,T048077,I00096,S0024,9,bottles,$20.0
P015,C005920,T066627,I00047,S00461,4,cans,$8.0
P029,C007271,T038801,I00030,S00342,5,cans,16.0
P001,C008998,T016826,I00144,S00189,3,ct,20.0
P007,C005266,T057975,I00126,S00305,1,ct,25.0
P011,C008622,T05137,I00075,S00310,4,cans,15.5
P007,C001106,T037527,I00253,S00463,7,bags,21.0
P025,C003157,T061831,I00122,S00710,8,ct,15.0
P034,C004000,T065436,I00259,S00493,11,pack,26.0
P007,C005795,T057002,I00144,S00562,11,ct,$20.0
P023,C009171,T04053,I00191,S00584,3,bars,24.0
P017,C003900,T050952,I00142,S00314,10,ct,12.5
P016,C007268,T09151,I00065,S0082,10,bottles,20.0
P038,C003927,T018050,I00069,S00604,9,bottles,17.5
P022,C006756,T051682,I00103,S00698,7,tubs,15.0
P009,C001428,T051682,I00048,S00118,11,cans,8.0
P039,C001260,T041527,I00008,S00667,9,cans,16.25
P032,C002875,T065346,I00251,S00443,8,oz,13.0
P007,C001366,T061182,I00200,S00347,4,bars,20.0
P008,C003881,T085866,I00111,S00494,2,ct,16.0
P022,C001315,T062958,I00185,S0009,5,ct,14.0
P021,C002867,T084526,I00121,S00539,9,ct,17.0
P018,C003329,T051378,I00112,S00131,11,ct.,14.0
P023,C003022,T094975,I00199,S00425,1,ct,15.0
P010,C007086,T078990,I00239,S00143,6,pk,$14.0
P023,C005965,T055439,I00068,S00466,11,bottles,20.0
P028,C002697,T022887,I00170,S00153,6,ct.,15.0
P036,C008365,T060314,I00008,S00726,5,cans,16.25
P007,C000607,T056062,I00068,S00493,9,bottles,20.0
